"id","character","source","translatedstr"
"ConnectionNpc_1210_A_09_00_0011(0)","P","あの、何か新しいトレーニング方法などは……？","Um, any new training methods, etc. ......?"
"ConnectionNpc_1210_A_09_00_0012(0)","北江輝也","特にありません。今回は、プロデューサーさんが
考えたやり方でレッスンを行ってみてください！","None in particular; this time, the producer
Try to conduct lessons in a thoughtful way!"
"ConnectionNpc_1210_A_09_00_0013(0)","北江輝也","日々を積み重ねる大切さを身につけています。
それを実践するのみです","We learn the importance of building day by day.
We just have to put it into practice."
"ConnectionNpc_1210_A_09_00_0014(0)","北江輝也","ただし……。
課題は、出しておきます","However, .......
I'll get the assignment out."
"ConnectionNpc_1210_A_09_00_0015(0)","北江輝也","それが出来たあかつきには、
『伝説のレッスンメニュー』をお教えしましょう","When it is done,
Let me tell you about the ""Legendary Lesson Menu."
"ConnectionNpc_1210_A_09_00_0016(0)","P","えっ、本当ですか！","What? Really?"
"ConnectionNpc_1210_A_09_00_0017(0)","北江輝也","はい、
僕も次の報告を楽しみにしていますね！","Yes,
I'm looking forward to your next report too!"
"ConnectionNpc_1210_A_09_00_0018(0)","P","わ、分かりました！　頑張ります！","Wow, I understand! I'll do my best!"
"ConnectionNpc_1210_A_09_00_0019(0)","P","（いつものような筋肉痛を覚悟してきたけど、
何か拍子抜けしたような、ホッとしたような……）","(I've prepared myself for the usual sore muscles, though,
(Something of a letdown and a relief ......)"
"ConnectionNpc_1210_A_09_00_0020(0)","P","（自分で考えたやり方、か。
今までのことを踏まえて、考えてみるとするか……）","(The way I thought it up, huh?
Let's see if we can figure it out based on what we've seen so far. ......)"
"ConnectionNpc_1210_A_10_00_0001(0)","北江輝也","お待ちしてました、プロデューサーさん！
それで、その後の経過はいかがですか？","We've been waiting for you, Producer-san!
So, how have things been going since then?"
"ConnectionNpc_1210_A_10_00_0002(0)","P","は、はい。
このノートにまとめています","Ha, yes.
I'm compiling them in this notebook."
"ConnectionNpc_1210_A_10_00_0003(0)","北江輝也","どれどれ……？
…………ふむ…………見事ですね……","Which one is ......?
............ hmmm ............ brilliant ......"
"ConnectionNpc_1210_A_10_00_0004(0)","P","あ、あの、北江さん！","Oh, um, Kitae-san!"
"ConnectionNpc_1210_A_10_00_0005(0)","北江輝也","はい、なんでしょう？","Yes, what is it?"
"ConnectionNpc_1210_A_10_00_0006(0)","P","課題はクリアしたと思います！","I think we have completed the task!"
"ConnectionNpc_1210_A_10_00_0007(0)","P","『伝説のレッスンメニュー』を
教えていただけませんか？","The Legendary Lesson Menu.
Could you please tell us?"
"ConnectionNpc_1210_A_10_00_0008(0)","北江輝也","そうですね。そういう約束でした。僕もこのノートを
見て、お話する時がきたと思いました","Yes, that was the deal.
I thought it was time to take a look and tell you about it."
"ConnectionNpc_1210_A_10_00_0009(0)","北江輝也","伝説のレッスンメニュー……","Legendary Lesson Menu: ......"
"ConnectionNpc_1210_A_10_00_0010(0)","北江輝也","……実は、そんなものはありません","...... Actually, there is no such thing!"
"ConnectionNpc_1210_A_10_00_0011(0)","P","……え？","...... What?"
"ConnectionNpc_1210_A_10_00_0012(0)","北江輝也","よく聞かれるのですが、周りの人が、
勝手に存在すると思い込んでいるだけなんです","I am often asked by people around me,
They just assume it exists on its own."
"ConnectionNpc_1210_A_10_00_0013(0)","P","そんな……
思い込みだなんて……","Such as ......
I can't believe you assumed: ......"
"ConnectionNpc_1210_A_10_00_0014(0)","北江輝也","万能のレッスンメニューなんてありません。
それはプロデューサー自身が体験済みでしょう","There is no universal lesson menu.
I'm sure the producer has experienced that herself."
"ConnectionNpc_1210_A_10_00_0015(0)","北江輝也","ひとりひとりに向き合ってこそ、良いレッスンが
行えるんです。あなたは充分できていますよ！","A good lesson is only possible when we deal with each person individually.
You are doing well enough!"
"ConnectionNpc_1210_A_10_00_0016(0)","北江輝也","アイドルたちに向き合い、真摯に指導された……。
このノートこそが、その証明です！","The idols were faced with and sincerely guided by .......
This note is the proof!"
"ConnectionNpc_1210_A_10_00_0017(0)","北江輝也","今のあなたなら、
これからもよいレッスンが行えるはずです！","You would now,
I am sure that good lessons will be given in the future!"
"ConnectionNpc_1210_A_10_00_0018(0)","北江輝也","ここに書いてあることこそ、ルミナスにとっての
『伝説のレッスンメニュー』の始まりなんです","What is written here is what it means to Luminous.
It's the beginning of the ""legendary lesson menu."
"ConnectionNpc_1210_A_10_00_0019(0)","P","北江さん……","Kitae-san ......"
"ConnectionNpc_1210_A_10_00_0020(0)","北江輝也","あなたなら大丈夫！　これからも自信を持って
みなさんを指導してあげてください！","You'll be fine! I'm confident you'll continue to do so.
Please guide everyone!"
"ConnectionNpc_1210_A_10_00_0021(0)","P","北江さん……今までありがとうございました。
俺、これからも頑張ってみんなを指導します！","Kitae-san ...... thank you for all you have done for us.
I, for one, will continue to do my best to teach everyone!"
"ConnectionNpc_1210_A_10_00_0022(0)","P","（伝説のレッスンメニューは無かった……）","(There was no legendary lesson menu. ......)"
"ConnectionNpc_1210_A_10_00_0023(0)","P","（だけど、俺の中には確かにそれがある。
ルミナスのために、もっと活用していかないと！）","(But I certainly have that in me.
We need to get more use out of it for Luminous!)"
"ConnectionNpc_1210_B_01_00_0001(0)","北江輝也","やあ、プロデューサーさん！","Hey there, producer!"
"ConnectionNpc_1210_B_01_00_0002(0)","P","あれ、北江さん！
こんな所でお会いするとは珍しいですね","Hey, Kitae-san!
It's rare to see you here."
"ConnectionNpc_1210_B_01_00_0003(0)","北江輝也","愛用のプロテインを注文してきた帰りなんです。
それよりも、ルミナスの活躍、聞いてますよ","I'm on my way home from ordering my favorite protein.
More importantly, I hear Luminous is doing a great job."
"ConnectionNpc_1210_B_01_00_0004(0)","北江輝也","レッスンは、みんな楽しんでやってますか？","Do you all enjoy the lessons?"
"ConnectionNpc_1210_B_01_00_0005(0)","P","楽しくやってる子も多いですが、中には少々……","Many of the kids are having fun, but some of them are a little ......"
"ConnectionNpc_1210_B_01_00_0006(0)","北江輝也","分かります。
なかなか気分が乗らない子もいるんですよね……","I understand.
Some kids don't feel quite right. ......"
"ConnectionNpc_1210_B_01_00_0007(0)","北江輝也","そんな時は、レッスン場の模様替えなんて
どうでしょう？","In such a case, it's a great idea to redecorate the lesson room.
What do you think?"
"ConnectionNpc_1210_B_01_00_0008(0)","北江輝也","直接レッスンの効果が上がるわけじゃないですが、
みなさんのモチベーションは上がるはずですよ！","It doesn't directly improve the effectiveness of the lesson, though,
I am sure everyone will be motivated!"
"ConnectionNpc_1210_B_01_00_0009(0)","P","なるほど……。
確かに、気分を変えるのはいい考えですね","I see. .......
Sure, a change of scenery is a good idea."
"ConnectionNpc_1210_B_01_00_0010(0)","北江輝也","僕のお勧めは、『スカイモチーフ』です！
空には夢が広がりますから！","My recommendation is ""Sky Motif""!
Because in the sky, dreams spread!"
"ConnectionNpc_1210_B_01_00_0011(0)","北江輝也","あ、そうだ！　高木社長に伝えておきますね。
そういうのも必要ですよって！","Oh, yes! I will let Manager Takagi know.
She said that kind of thing is also necessary!"
"ConnectionNpc_1210_B_01_00_0012(0)","P","本当ですか！
北江さんから言ってもらえると助かります","Really?
It would be helpful if Kitae-san could tell us."
"ConnectionNpc_1210_B_01_00_0013(0)","P","色々とありがとうございます！","Thank you for everything!"
"ConnectionNpc_1210_B_01_00_0014(0)","北江輝也","いえいえ、これくらい、お気になさらず！
ああ、では僕はこれで。またお会いしましょう！","No, no, don't worry about this much!
Ah, well, that's me then, I'll see you soon!"
"ConnectionNpc_1210_B_02_00_0001(0)","北江輝也","やあ、プロデューサーさん！","Hey there, producer!"
"ConnectionNpc_1210_B_02_00_0002(0)","P","あ、北江さん、お疲れ様です！","Ah, Kitae-san, thank you for your time!"
"ConnectionNpc_1210_B_02_00_0003(0)","北江輝也","ルミナスの活躍、聞いてますよ！","I hear Luminous is doing well!"
"ConnectionNpc_1210_B_02_00_0004(0)","P","ありがとうございます！　北江さんのおかげで、
充実したレッスンが行えているからですよ","Thank you very much, Kitae-san,
It's because we're giving you a great lesson!"
"ConnectionNpc_1210_B_02_00_0005(0)","北江輝也","そんなことないですよ。……あ！　そうだ！！
また新しい模様替えのアイディアがあるんですよ！","That's not true. ...... Oh, yes!
I have another new redecorating idea!"
"ConnectionNpc_1210_B_02_00_0006(0)","P","模様替えですか。いいですね！","A redecoration...nice!"
"ConnectionNpc_1210_B_02_00_0007(0)","北江輝也","僕のお勧めは、『ボタニカルモチーフ』ですね！
ナチュラルな模様は、人を和ませますから！","My recommendation would be ""botanical motifs!
Natural patterns make people feel at home!"
"ConnectionNpc_1210_B_02_00_0008(0)","P","なるほど、いいかもしれませんね！","I see...that might be good!"
"ConnectionNpc_1210_B_02_00_0009(0)","北江輝也","じゃあまた、僕の方から
高木社長に伝えておきますね","I'll see you later.
I'll let Manager Takagi know."
"ConnectionNpc_1210_B_02_00_0010(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1210_B_02_00_0011(0)","北江輝也","ああ、では僕はこれで。またお会いしましょう！","Ah, well, that's me then, I'll see you soon!"
"ConnectionNpc_1210_B_03_00_0001(0)","北江輝也","やあ、プロデューサーさん！
今日もいい天気ですね！","Hey there, producer!
It's another beautiful day!"
"ConnectionNpc_1210_B_03_00_0002(0)","P","あ、お疲れ様です、北江さん！
このところ、毎日天気がいいですね","Ah, thank you for your time, Kitae-san!
The weather has been beautiful every day recently."
"ConnectionNpc_1210_B_03_00_0003(0)","北江輝也","こんなにトレーニング日和が続くと、
ハムストリングスが疼きませんか？","Such a good day for training,
Do your hamstrings tingle?"
"ConnectionNpc_1210_B_03_00_0004(0)","P","え……？　いや、特には……","What, ......? No, not particularly ......"
"ConnectionNpc_1210_B_03_00_0005(0)","北江輝也","そうですか……。
あ、ルミナスの活躍、聞いてますよ！","I see. .......
Oh, I hear Luminous is doing well!"
"ConnectionNpc_1210_B_03_00_0006(0)","P","ありがとうございます！　これも北江さんから
教わったトレーニングのヒントのおかげだと思います","Thank you! This is also from Kitae-san.
I think it's because of the training tips I was taught."
"ConnectionNpc_1210_B_03_00_0007(0)","北江輝也","いえいえ。……あっ、そうだ！！
そろそろ模様替えのタイミングじゃないですか？","No, no. ...... Oh, yes!
Isn't it time to redecorate?"
"ConnectionNpc_1210_B_03_00_0008(0)","P","確かに、いいタイミングかもしれませんね","Indeed, it might be a good time."
"ConnectionNpc_1210_B_03_00_0009(0)","北江輝也","僕のお勧めは、『ダマスクモチーフ』でしょうか。
上品でシックな雰囲気は、一体感を与えますよ！","My recommendation would be the ""damask motif"".
The elegant and chic atmosphere will give you a sense of unity!"
"ConnectionNpc_1210_B_03_00_0010(0)","P","一体感……ルミナスには不可欠な要素です！
ありがとうございます！","It is an essential element of togetherness ...... luminous!
Thank you very much!"
"ConnectionNpc_1210_B_03_00_0011(0)","北江輝也","じゃあまた、僕の方から
高木社長に伝えておきますね","I'll see you later.
I'll let Manager Takagi know."
"ConnectionNpc_1210_B_03_00_0012(0)","P","ありがとうございます！","Thank you very much!"
"ConnectionNpc_1210_B_03_00_0013(0)","北江輝也","ああ、では僕はこれで。またお会いしましょう！","Ah, well, that's me then, I'll see you soon!"
"ConnectionNpc_1210_B_04_00_0001(0)","北江輝也","やあ、プロデューサーさん！
今日もいいトレーニング日和ですね！","Hey there, producer!
It's another nice day for training!"
"ConnectionNpc_1210_B_04_00_0002(0)","P","あ、北江さん。お疲れ様です！","Ah, Kitae-san, thank you for your hard work!"
"ConnectionNpc_1210_B_04_00_0003(0)","北江輝也","どうです？　これから僕と４０キロ程
軽く走りませんか？","How's it going?
Want to run light?"
"ConnectionNpc_1210_B_04_00_0004(0)","P","よ、４０……！？　す、すみませんが、
まだ仕事が残っているので……","Yo, 40......! I'm sorry,
I still have some work to do: ......"
"ConnectionNpc_1210_B_04_00_0005(0)","北江輝也","そうですか、残念です！
あ、ルミナスの活躍、聞いてますよ！","Well, I am sorry to hear that!
Oh, I hear Luminous is doing well!"
"ConnectionNpc_1210_B_04_00_0006(0)","P","ありがとうございます！　北江さんから教わった
トレーニングのヒントは、今やルミナスの宝ですよ！","Thank you! I learned it from Kitae-san.
Training tips are now the treasure of Luminous!"
"ConnectionNpc_1210_B_04_00_0007(0)","北江輝也","宝だなんてそんな……あ！　そうだ！！
そろそろ模様替えして気分転換してみては？","It's such a treasure. ...... Oh, yes!
It's time to redecorate and change your mind."
"ConnectionNpc_1210_B_04_00_0008(0)","P","確かに、気分転換は必要ですね。
同じレッスンメニューでも新鮮な感じでできますから","Certainly, a change of scenery is necessary.
You can do the same lesson menu in a fresh way."
"ConnectionNpc_1210_B_04_00_0009(0)","北江輝也","僕のお勧めは、『スペースモチーフ』でしょうか。
斬新な感覚を得られますよ！","My recommendation would be ""Space Motif"".
You will get a novel sensation!"
"ConnectionNpc_1210_B_04_00_0010(0)","P","今までとはガラッと雰囲気が変わって、
新しい何かが生まれそうな気がしますね！","The atmosphere has changed dramatically from the past,
I think something new is about to be born!"
"ConnectionNpc_1210_B_04_00_0011(0)","北江輝也","じゃあまた、僕の方から高木社長に伝えておきますね","Well, I'll let Manager Takagi know."
"ConnectionNpc_1210_B_04_00_0012(0)","P","是非お願いします！","I would very much appreciate it!"
"ConnectionNpc_1210_B_04_00_0013(0)","北江輝也","……おっと、そろそろ時間だな。
では、僕はこれで！","...... Oops, it's about time.
Well, I'll leave you with this!"
"ConnectionNpc_1210_B_05_00_0001(0)","P","（あれ、あの後ろ姿、北江さんじゃないかな？）","(Hey, isn't that Kitae-san in the back?)"
"ConnectionNpc_1210_B_05_00_0002(0)","P","北江さん！　お疲れ様です！","Kitae-san! Thank you for your hard work!"
"ConnectionNpc_1210_B_05_00_0003(0)","北江輝也","やあ、プロデューサーさん！
ルミナス、すごいじゃないですか！","Hey there, producer!
Luminous, isn't it great?"
"ConnectionNpc_1210_B_05_00_0004(0)","北江輝也","彼女たちを見ない日は無いってくらい、
本当にみんな、頑張ってますね！","There is not a day that goes by that I don't see them,
Really, everyone is doing their best!"
"ConnectionNpc_1210_B_05_00_0005(0)","P","ありがとうございます。北江さんから教わった
トレーニングがあってこその活躍だと思います","Thank you, I learned from Kitae-san.
I think the training is what makes her so successful."
"ConnectionNpc_1210_B_05_00_0006(0)","北江輝也","いえいえ。……あ！　そうだ！！
そろそろ模様替えしてリフレッシュしてみては？","No, no. ...... Oh, yes!
It's time to redecorate and refresh."
"ConnectionNpc_1210_B_05_00_0007(0)","P","いいですね、リフレッシュ！　実は、
そろそろ変えたいな、と思っていたところで……","Nice and refreshing, actually!
I was thinking it's time for a change. ......"
"ConnectionNpc_1210_B_05_00_0008(0)","北江輝也","それはベストタイミングですね！","That is the best timing!"
"ConnectionNpc_1210_B_05_00_0009(0)","北江輝也","僕のお勧めは、『メルティモチーフ』ですかね。
アイドルたちのテンションも上がりそうですよ","I guess my recommendation would be ""Melty Motif"".
The idols are going to be excited!"
"ConnectionNpc_1210_B_05_00_0010(0)","P","それは素晴らしいアイディアだと思います！
ありがとうございます！","I think that is a great idea!
Thank you very much!"
"ConnectionNpc_1210_B_05_00_0011(0)","北江輝也","また、僕の方から高木社長に伝えておきますね","I will let Manager Takagi know again."
"ConnectionNpc_1210_B_05_00_0012(0)","北江輝也","ただ予算的に、次が最後だなと言ってましたので
これが最後の提案になっちゃいますね","But budget-wise, she said the next one would be the last.
This would be my last suggestion."
"ConnectionNpc_1210_B_05_00_0013(0)","P","いえいえ、これまで何度もお話をいただいて、
十分感謝しています。本当にありがとうございます！","No, no, I have been told many times,
I can't thank you enough, thank you so much!"
"ConnectionNpc_1210_B_05_00_0014(0)","北江輝也","こちらこそ、喜んでもらえて何よりです！","I am glad you are pleased as well!"
"ConnectionNpc_1210_B_05_00_0015(0)","P","これからも北江さんの期待に
答えられるよう、全力で頑張ります！","We will continue to meet Kitae-san's expectations.
I will do my best to answer your questions!"
"ConnectionNpc_1210_B_05_00_0016(0)","北江輝也","楽しみにしてますよ！
では、僕はこれで！","I'm looking forward to it!
Well, I'll leave you with this!"
